LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_SEP,PAY_AUG,PAY_JUL,PAY_JUN,PAY_MAY,PAY_APR,PAY_AMT_SEP,PAY_AMT_AUG,PAY_AMT_JUL,PAY_AMT_JUN,PAY_AMT_MAY,PAY_AMT_APR,default payment next month,BILL_AMT
200000,1,2,2,27,-1,0,0,-2,-2,-2,2000,0,0,0,0,0,0,24909.5
50000,1,3,1,65,1,2,2,2,2,2,0,2200,0,1100,0,1200,1,12631.833333333334
220000,1,1,1,36,-1,-1,-1,-1,0,-1,4880,2267,1350,0,11597,178577,0,6297.166666666667
90000,1,3,2,27,2,2,2,2,0,0,4000,2090,0,2078,2900,2000,1,74944.66666666667
500000,1,2,2,35,0,0,0,0,0,0,20001,30168,6022,6375,5005,5000,0,213252.5
130000,2,1,2,29,-1,-1,-2,-2,-2,-2,0,0,0,0,0,0,0,356.5
210000,1,2,1,37,0,0,0,0,0,0,2500,3000,3000,2500,2500,2000,0,62704.333333333336
200000,2,1,2,30,-1,-1,0,0,0,0,7398,1000,1000,145,276,780,0,6181.666666666667
20000,1,1,2,24,2,2,2,2,2,2,4000,0,1000,0,1237,1000,1,5448.666666666667
410000,2,1,1,38,2,2,2,0,0,0,7670,2,5561,5432,4546,5191,1,166278.16666666666
290000,2,1,1,35,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0.0
270000,2,2,2,26,0,0,0,0,0,0,5000,3200,3000,5000,5234,3000,0,73602.0
90000,2,1,2,27,0,0,0,0,0,0,5000,4000,2000,1075,3500,3000,1,22074.166666666668
30000,2,1,2,27,0,0,0,0,0,0,2000,2500,1500,1000,2000,3000,0,26243.333333333332
360000,2,1,2,28,-1,-1,-1,-1,-1,-1,4045,2043,265,265,5862,1907,0,6004.833333333333
240000,1,1,1,30,0,0,0,0,0,0,9000,8009,7100,7324,7200,7074,0,219548.83333333334
180000,2,2,2,23,0,0,0,0,0,0,20000,20000,10130,3000,4000,84000,0,125802.5
50000,2,2,1,24,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,150.0
50000,2,2,2,47,0,0,0,0,0,0,2200,5300,2000,2000,2000,2000,1,50786.833333333336
100000,1,2,2,30,0,0,0,0,0,0,2900,2000,1600,1600,2000,1700,0,49743.166666666664
50000,1,2,2,39,0,0,0,0,0,0,2105,1800,1735,1938,1960,2000,0,48958.166666666664
360000,1,1,1,48,0,0,0,0,0,0,6206,10030,1061,1011,3016,189853,0,81067.83333333333
550000,2,5,2,52,-2,-2,-2,-2,-2,-2,6001,6016,19753,464,8199,0,0,138107.5
260000,2,2,1,39,2,0,0,2,2,2,5400,9500,0,12766,0,0,1,144422.16666666666
500000,2,1,1,34,-2,-2,-1,2,2,-2,0,3500,0,0,0,0,1,1166.6666666666667
130000,1,1,2,27,-1,-1,-2,-2,-2,-2,0,0,0,0,0,0,0,326.6666666666667
30000,1,2,2,39,0,0,0,0,0,0,1514,1278,671,870,879,0,0,23374.833333333332
160000,2,1,2,40,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0.0
420000,2,2,1,40,-2,-2,-2,-2,-2,-1,2916,7898,3401,2416,4281,3785,1,3304.6666666666665
50000,2,3,1,22,2,2,2,2,2,2,3900,1900,1900,1900,3600,0,0,44707.666666666664
30000,2,1,2,36,1,2,0,0,0,0,0,1433,951,983,1099,750,1,26391.5
50000,2,2,2,32,0,0,2,0,0,0,5806,6,1000,1000,1200,1100,0,33701.5
160000,2,1,1,39,1,-1,2,2,-2,-2,781,0,0,0,0,0,1,159.5
120000,2,2,2,26,3,3,2,2,3,2,1000,0,2400,100,0,57258,0,11701.333333333334
50000,2,1,2,28,0,0,0,0,0,0,1807,2016,1796,1570,10000,1778,0,44589.333333333336
130000,1,2,2,42,0,0,0,-2,-2,-2,6000,0,0,0,0,0,0,44048.0
150000,1,1,2,42,2,0,0,0,0,0,6482,3440,2046,4311,5056,1169,1,83532.5
450000,1,1,1,48,-1,2,-1,-1,-1,-1,0,949,575,4929,0,0,1,2006.0
150000,1,1,1,29,-1,-1,-1,0,0,-2,20995,91269,56,0,0,0,0,28269.5
90000,2,2,2,53,0,0,0,-2,-2,-1,1000,0,0,0,439,20959,0,10080.666666666666
130000,1,1,2,28,0,0,0,0,0,-2,4086,2635,1700,0,0,0,0,45430.333333333336
130000,1,2,2,30,0,0,0,0,0,2,4800,5250,5050,5700,5100,5012,0,131387.0
390000,2,2,1,41,-2,-1,0,0,0,0,25146,185059,9137,6513,5058,6000,0,123477.5
200000,1,2,2,29,2,2,4,4,4,4,0,0,0,0,0,0,1,2500.0
300000,2,2,1,50,0,0,0,0,0,0,1350,2008,301,3000,5000,5000,0,16359.0
140000,2,2,1,42,0,0,0,0,0,0,4344,4548,3760,5854,3039,3866,0,20328.333333333332
200000,2,1,2,35,-1,-1,-1,-1,-1,-1,2711,3514,2297,928,0,2308,0,1726.0
30000,1,2,2,30,0,0,0,0,0,0,1703,1500,1000,1000,0,0,0,20821.5
30000,1,3,2,24,2,2,2,0,0,-2,3407,0,0,0,0,0,0,20012.833333333332
160000,2,1,2,37,0,0,0,0,0,0,7812,6700,5000,5049,3825,3570,0,147342.0
210000,2,2,2,37,0,0,0,0,0,0,28008,15000,1552,1605,1615,1698,0,44412.833333333336
310000,2,2,2,51,-2,-2,-2,-2,-2,-2,0,0,235,0,0,584,0,57.0
400000,2,2,1,33,0,0,-2,-2,-2,-2,0,11451,104,600,20015,0,0,7004.166666666667
50000,2,3,1,35,2,2,2,2,0,0,2200,568,0,516,400,300,1,32088.333333333332
80000,1,2,1,33,0,0,-1,-1,-1,0,1000,1155,0,59000,2061,1390,0,25613.833333333332
340000,2,1,2,33,-1,-1,-1,-1,-1,-1,7102,7796,1653,6185,415,2247,0,3957.1666666666665
140000,1,1,2,27,-2,-1,0,0,0,0,141472,8000,5075,4000,4000,5000,0,97688.16666666667
380000,1,1,1,39,2,0,0,0,0,0,6600,6000,6000,6000,6000,6005,1,135260.5
50000,2,2,1,34,1,2,2,0,0,2,2400,0,3000,6000,0,2000,1,50852.166666666664
10000,1,2,2,35,0,0,0,0,0,0,1200,1400,500,600,500,200,0,8991.833333333334
30000,2,2,2,28,-1,-1,-2,-1,-1,-1,0,0,1298,5448,0,10000,0,1883.3333333333333
360000,2,1,1,50,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,1,0.0
150000,2,2,1,47,-1,-1,-1,-1,-1,2,316,316,0,1098,0,0,0,341.0
50000,1,1,2,23,0,0,2,2,0,0,3600,1400,0,1200,2000,1000,0,17875.333333333332
120000,1,2,3,42,0,0,0,0,0,0,1500,1200,1000,1000,1000,1000,0,5796.333333333333
250000,2,1,2,35,-2,-2,-2,-2,-2,-2,0,268,0,0,0,0,0,265.0
20000,1,1,2,24,0,0,0,0,0,0,1300,1270,1000,1000,619,800,1,15611.166666666666
30000,2,1,1,30,0,0,2,2,0,0,3100,2000,0,679,837,721,1,18104.333333333332
260000,1,1,2,27,0,0,0,0,0,0,30000,4132,3410,2600,1800,1200,0,93799.83333333333
250000,2,1,2,30,0,0,0,0,-1,-1,3500,15054,7885,4836,9655,5000,0,20606.833333333332
260000,2,2,1,41,-1,-1,-1,-1,-1,-1,3543,505,3540,2957,917,0,0,2359.3333333333335
150000,2,2,1,35,0,0,0,0,0,0,7000,6000,1800,1600,2000,1700,0,87863.33333333333
160000,2,2,2,33,-1,-1,-1,0,0,0,0,11354,2000,6000,13000,11000,0,12958.833333333334
80000,1,2,2,30,0,0,0,-2,-2,-2,3750,0,0,0,0,0,0,26993.833333333332
500000,2,1,2,38,1,-2,-2,-2,-2,-2,30199,70403,30455,36,45225,35217,0,33962.0
110000,2,2,2,29,1,2,2,2,2,2,1102,1000,0,602,0,1000,0,13409.166666666666
100000,1,1,2,28,0,0,0,0,0,0,5341,7009,1777,2000,0,0,0,42266.0
360000,2,1,1,35,0,0,0,0,0,0,25238,4385,11939,5681,10447,8010,0,137165.0
330000,1,2,1,65,-2,-1,-1,-2,-2,-2,2500,0,0,0,0,0,0,416.6666666666667
70000,2,3,1,32,0,0,0,2,0,0,2000,3000,0,2000,3000,4000,0,12216.0
140000,1,1,2,29,-1,-1,2,0,0,-1,2314,0,0,0,1052,652,1,1170.6666666666667
200000,1,1,2,31,0,0,0,0,0,0,6000,5769,5411,5603,6367,4500,0,159463.16666666666
50000,1,2,1,49,2,0,0,0,0,0,2500,1300,2000,700,1000,2600,1,29780.833333333332
290000,1,1,1,56,0,0,0,0,0,0,10013,8501,15018,10001,7997,7624,0,257098.16666666666
30000,1,2,1,57,0,0,0,0,0,-1,1400,1000,1000,235,1366,0,0,13816.0
180000,2,1,2,31,0,0,0,0,0,0,1689,1693,1009,888,1045,1077,0,23674.333333333332
30000,1,2,1,38,1,2,2,0,-1,-1,2000,0,0,11959,1200,0,0,15315.166666666666
180000,2,1,1,47,0,0,0,0,0,0,5000,13000,3000,2700,6000,5000,0,94761.66666666667
240000,1,1,1,39,-1,-1,-1,-1,-1,-1,2688,2688,2688,2688,2688,2688,0,2688.0
130000,2,5,1,27,0,0,0,0,0,0,5000,5000,5000,5000,5000,4000,0,127545.5
230000,1,1,1,32,1,-2,-2,-2,-2,-1,0,0,0,0,150,990,1,25.0
500000,1,1,2,43,0,0,0,-1,-1,-1,22650,0,3887,0,7413,0,1,171432.33333333334
360000,1,2,2,33,1,-1,-1,-2,-2,-2,156108,741,659,0,0,0,0,58018.333333333336
50000,1,2,2,23,2,2,0,0,0,0,0,1310,705,750,730,700,1,35624.5
200000,1,1,2,31,-1,-1,-1,0,0,-1,25678,10623,25,16,6000,19,1,9383.833333333334
230000,1,3,1,45,0,0,0,0,0,0,10000,6528,6000,6500,7000,10000,0,185810.16666666666
70000,2,2,1,32,3,3,4,4,5,6,3000,3000,3000,3000,3000,0,1,36731.166666666664
50000,1,2,2,29,2,2,2,2,2,2,2000,1800,1500,1600,2000,1700,1,41781.0
500000,1,1,1,46,-1,-1,-1,-2,-2,-1,6944,813,17280,26162,2534,2553,0,10727.5
140000,1,2,1,28,0,0,0,0,0,0,3729,3539,3538,4000,4097,3631,1,103066.0
140000,2,2,2,23,-1,-1,-1,0,0,0,396,21570,4500,1050,1183,6000,0,16282.5
130000,1,2,2,32,0,0,0,2,0,0,4500,11350,0,3500,4200,3000,1,103005.0
160000,2,3,1,48,0,0,2,0,0,0,15102,0,6000,5300,4784,4500,0,148105.5
50000,2,3,2,58,1,-1,2,0,0,0,10587,331,317,350,331,500,0,7604.5
20000,1,3,1,41,0,0,0,2,0,0,1700,2100,0,458,1000,1000,1,13297.333333333334
360000,2,2,1,42,0,0,0,0,0,0,10000,10000,10000,5500,8000,6000,0,133193.0
160000,2,2,1,51,0,0,0,2,0,0,4000,10000,0,5000,3000,3000,1,71544.83333333333
250000,2,1,1,37,-2,-1,2,2,-1,0,2886,202,0,8068,620,0,0,3173.8333333333335
130000,2,2,2,25,-2,-2,-2,-2,-2,-1,1200,1300,964,1698,60549,5000,1,9730.833333333334
190000,1,1,2,36,1,2,2,2,2,2,0,13000,0,13000,6100,0,1,159136.16666666666
180000,2,2,2,25,-1,-1,-1,-1,-1,-1,154,2115,1027,596,589,1115,0,1243.5
80000,1,2,2,43,0,0,0,0,0,0,3318,3463,1600,1770,50000,1753,0,64875.833333333336
240000,1,1,2,40,-1,-1,-1,-1,-1,-1,8000,5000,5000,0,40000,22669,0,9007.166666666666
50000,1,2,2,35,0,0,0,0,0,0,2500,2000,1000,1000,1000,1000,0,33958.333333333336
160000,2,2,2,50,-1,2,-1,0,-1,2,0,1863,0,930,0,0,0,1364.1666666666667
90000,2,2,1,49,-2,-2,-2,-2,-2,-2,0,528,0,528,264,0,0,264.0
310000,2,2,1,37,-2,-2,-2,-1,0,0,716,6000,159028,5899,5921,6130,0,98189.33333333333
60000,1,1,2,27,0,0,0,0,2,2,1970,2000,3500,1700,1800,0,0,42311.833333333336
240000,1,1,2,29,0,0,0,0,0,-1,5022,4014,113,6423,120000,15000,0,32722.166666666668
50000,2,2,2,24,0,0,2,2,0,0,4700,2000,0,2200,2000,2000,0,48162.666666666664
150000,2,1,1,34,-1,-1,-1,-1,-1,-1,61168,19796,1725,1150,0,0,0,15560.166666666666
130000,2,2,1,44,2,2,2,2,2,2,5100,4000,3500,4200,4500,3500,0,104299.83333333333
20000,2,1,2,22,0,0,2,0,0,0,4211,0,237,242,163,22,0,10594.0
150000,1,1,1,40,0,0,0,0,-1,0,4221,3094,30454,100049,5098,30242,0,79549.0
240000,1,1,1,42,0,0,0,0,0,0,20000,2213,1030,1023,6790,10893,0,59507.666666666664
50000,1,3,1,45,0,0,0,0,0,0,1700,1250,1000,1000,1000,1000,0,11986.333333333334
50000,1,3,1,51,0,0,0,0,0,0,1738,1653,1516,1530,2139,1572,0,43283.5
270000,1,1,1,51,-1,-1,-1,-1,-2,-2,2099,13056,0,0,0,0,1,5844.666666666667
20000,2,2,2,28,0,0,0,0,0,0,1300,1217,600,500,1230,0,0,12879.0
300000,2,2,1,33,-2,-2,-2,-2,-2,-2,1513,1000,1059,0,0,51167,0,7874.5
390000,1,1,1,34,0,0,0,-1,0,0,60081,84908,121081,80000,85000,8000,0,111026.0
110000,2,1,1,37,0,0,2,0,0,0,3536,3,521,1000,520,325,0,15476.0
90000,1,2,1,58,0,0,0,0,0,0,5100,2200,2200,1944,2200,2000,0,62499.333333333336
300000,2,2,1,30,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0.0
450000,1,3,1,42,2,0,0,0,0,0,7032,3003,10000,11000,3000,58000,1,93264.33333333333
20000,1,2,2,30,0,0,0,2,2,2,1307,2300,0,1525,0,1000,1,18832.833333333332
500000,2,1,2,33,1,-1,-1,-1,-1,-1,212,298,306,150,316,0,0,213.66666666666666
30000,2,2,2,46,0,0,0,0,0,0,1755,1500,1135,1100,1455,775,0,33946.166666666664
50000,1,2,2,51,0,0,0,2,2,0,2000,2400,420,600,600,500,1,16113.166666666666
140000,2,2,2,26,-1,0,0,0,0,0,70000,3100,40000,4600,4500,4800,0,88057.83333333333
10000,1,2,1,43,3,2,2,4,3,2,1500,2000,0,0,0,350,1,10037.833333333334
120000,2,2,2,37,-2,-2,-2,-2,-2,-1,0,0,0,305,21742,0,0,3613.5
30000,1,2,2,30,4,3,2,2,2,0,0,0,1900,15,1030,30802,0,28951.5
30000,2,2,1,22,1,2,2,2,2,0,1745,0,3554,0,1190,1030,0,28806.333333333332
20000,1,1,2,33,1,2,2,2,2,2,0,2260,0,1600,0,644,0,18653.833333333332
10000,1,3,2,36,-1,-1,-1,-1,2,2,344,900,10040,0,790,0,0,6166.333333333333
110000,2,2,1,35,0,0,0,0,0,0,4097,3360,2100,2100,2200,3000,1,76667.83333333333
280000,2,1,1,29,-1,-1,-1,-1,-1,-1,3807,1160,985,0,65862,66240,0,12401.833333333334
500000,1,1,1,42,0,0,0,0,0,0,25624,21898,20851,19599,26000,20000,0,577585.0
50000,2,3,1,46,4,5,4,3,2,0,0,0,0,0,3100,798,1,31307.333333333332
230000,1,2,1,30,-1,-1,-2,-1,-1,-1,0,0,8780,11990,0,0,0,4328.333333333333
50000,1,2,1,53,-1,-1,-1,-1,-1,-1,493,493,493,493,493,493,0,493.0
120000,2,2,2,24,0,0,0,0,0,2,1500,30000,2000,8000,0,5000,0,38685.333333333336
30000,1,2,2,26,0,0,0,0,0,0,1500,1450,889,920,992,1000,0,26363.166666666668
330000,2,2,1,28,0,0,0,0,2,2,10000,8507,17215,11000,0,12000,0,239501.16666666666
360000,1,2,1,30,-1,-1,-1,0,0,0,7001,17173,1000,1000,0,200000,0,7929.833333333333
40000,1,1,2,26,0,0,0,0,2,2,1300,1150,2000,0,1400,0,0,9050.333333333334
110000,2,1,2,29,2,0,0,0,0,0,4334,4250,2946,2506,2458,2524,1,89744.16666666667
40000,2,3,1,39,-2,-2,-2,-2,-2,-2,5392,5151,3434,1143,0,0,0,3845.8333333333335
70000,2,2,1,30,1,2,0,0,0,0,17,5043,2500,2009,2015,2010,0,29898.833333333332
100000,1,3,2,26,2,0,0,0,0,0,4048,3105,2700,2510,2703,2700,1,88216.33333333333
210000,2,2,1,50,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0.0
360000,1,2,1,38,-1,-1,-1,-1,2,-1,546,0,2538,0,846,696,0,746.0
260000,1,2,2,27,0,0,0,0,0,0,5501,5061,5000,5000,3900,3246,0,136559.66666666666
200000,2,1,2,34,-2,-2,-2,-2,-2,-2,810,500,0,0,300,0,0,351.6666666666667
160000,1,1,1,43,-1,-1,-1,0,0,0,414,6437,10428,463,426,219,1,8146.0
420000,2,2,1,29,0,0,0,0,0,0,71536,12536,11704,212059,12958,12819,0,183621.16666666666
140000,2,1,2,28,1,2,0,0,0,0,0,5000,3300,3500,3500,3550,1,88166.5
180000,1,1,2,38,0,0,0,0,0,0,6700,6000,7000,6900,0,0,1,122914.0
150000,2,3,1,39,2,2,0,0,0,0,0,5000,3000,3000,3000,5000,0,106725.83333333333
30000,2,2,1,35,0,0,0,0,0,2,2000,1409,1068,3000,0,3450,0,25083.166666666668
500000,1,1,2,34,0,0,0,0,0,0,3000,4000,6500,5000,2000,4000,0,16706.5
240000,1,2,1,45,0,0,0,0,0,0,8932,4707,1862,140061,5262,5300,0,158742.16666666666
30000,1,1,2,22,0,-1,0,0,0,2,19689,2092,1500,1500,0,161,0,13756.5
80000,1,2,2,28,0,0,0,0,2,0,3122,2123,4300,0,2800,3000,0,48744.5
80000,1,2,2,34,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0.0
310000,1,1,1,39,1,-1,0,0,0,0,150000,1500,3000,2000,2000,3000,0,46222.5
180000,2,1,2,33,0,0,0,0,0,0,8000,10000,10000,4500,4500,5300,0,107698.5
60000,2,2,2,23,0,0,0,0,0,0,2351,1237,422,528,2000,5000,1,35890.333333333336
170000,2,2,2,33,-1,-1,-2,-1,-1,-1,0,0,467,203,0,1116,0,161.33333333333334
180000,2,2,1,31,0,0,0,0,0,0,10122,35206,40600,5000,10000,10000,0,133415.66666666666
180000,1,2,1,28,0,0,0,0,0,0,6600,7738,6200,6418,13000,0,1,174419.66666666666
350000,1,2,1,42,-1,-1,-1,0,0,-1,1365,8722,72,0,391,1406,0,2488.5
360000,1,2,1,36,0,0,-1,-1,-1,-1,1204,1901,2355,4206,5889,0,0,7890.5
140000,1,2,1,46,0,0,0,0,0,-1,5425,4979,3715,4498,86728,2412,1,115740.0
310000,2,3,2,30,-1,0,0,0,0,0,18008,20000,12000,5000,3000,1900,0,82208.83333333333
30000,1,3,2,25,0,0,0,0,0,2,1397,1415,911,2051,0,1500,0,25050.666666666668
200000,1,1,2,32,-1,-1,-1,-1,-1,2,19614,628,628,1604,0,168,1,4772.666666666667
120000,2,1,2,37,2,2,2,2,2,2,444,444,888,0,888,0,1,842.0
260000,1,1,1,45,0,0,0,0,0,0,5000,6781,5000,6452,6696,6892,0,33559.666666666664
60000,2,1,2,32,0,0,0,0,0,0,1842,2000,2000,2000,1500,3000,0,31750.666666666668
50000,1,2,2,24,0,0,0,0,0,0,1509,1500,605,1500,1500,3000,0,12736.666666666666
80000,1,1,2,28,0,0,0,2,0,0,2100,3650,0,1700,2000,3000,0,42847.666666666664
60000,1,1,1,46,1,2,0,0,0,0,0,1744,1100,1074,1200,1000,0,45823.0
200000,2,3,1,27,1,2,2,2,3,4,0,10000,5000,5000,7661,6608,0,113122.5
140000,2,1,2,28,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0.0
30000,1,2,2,25,0,0,0,0,0,0,1868,1939,907,1100,0,0,1,23352.166666666668
110000,2,2,1,34,0,0,2,2,2,2,5000,2000,0,5000,0,5000,0,48666.5
90000,2,3,1,39,-1,-1,-1,-1,-1,-1,3784,4511,3174,3852,5417,4720,0,4655.166666666667
40000,2,1,2,27,1,-1,-1,-2,-1,-1,450,0,0,247,0,0,0,116.16666666666667
110000,2,1,1,29,-1,-1,-1,-1,0,-1,1380,1380,2760,0,1700,0,0,1976.8333333333333
640000,2,1,2,30,0,0,0,0,0,0,4000,4000,2003,7202,5314,3535,0,54475.833333333336
20000,1,3,2,51,0,0,0,0,-1,-1,5000,1275,2704,3200,0,0,0,9084.166666666666
50000,2,2,1,36,0,0,0,0,0,0,2174,1785,296,306,444,10686,0,27137.5
30000,1,2,1,25,-1,-1,-2,-1,2,2,1389,0,25919,1000,0,19283,0,23071.666666666668
140000,2,2,2,32,0,0,0,0,0,0,5000,5000,4300,5000,5158,4200,0,129099.83333333333
70000,1,2,2,36,1,-1,-1,0,0,0,690,25566,1066,1091,1100,1312,0,17561.333333333332
80000,2,2,1,42,0,0,0,0,0,0,1500,2000,1000,3000,1000,1000,1,22238.833333333332
100000,2,1,2,31,-2,-2,-2,-2,-2,-2,0,0,960,0,1185,379,0,517.5
180000,1,3,2,40,0,0,0,0,0,-1,1811,5008,5000,30000,62010,50077,0,32779.0
50000,2,2,2,28,0,0,0,0,0,0,1468,1400,900,1000,1000,600,0,32298.833333333332
170000,1,1,1,35,-1,-1,-2,-2,-2,-1,0,0,0,0,2400,0,1,393.0
50000,2,3,2,23,2,2,2,2,2,2,3695,2000,1900,0,3700,0,1,46065.666666666664
140000,1,1,2,28,0,0,0,0,0,0,5247,3213,2857,2963,4566,1969,1,113910.16666666667
100000,1,1,2,29,2,2,2,2,2,2,2700,3600,3100,3000,3200,3000,1,77772.66666666667
10000,1,2,1,36,0,0,0,0,0,0,1300,1200,1000,1000,569,200,0,9478.666666666666
50000,2,2,2,22,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0.0
30000,2,2,1,24,0,0,0,2,2,0,1507,2172,1523,0,2000,2000,1,27884.666666666668
80000,2,2,2,27,0,0,0,0,-1,0,1075,1200,0,68424,1264,0,0,27899.0
290000,2,2,2,29,0,0,0,0,0,0,11320,10000,7600,8000,8000,8200,0,232144.33333333334
110000,2,1,2,27,0,0,0,0,0,-1,1232,1000,0,326,333,12425,0,7407.166666666667
30000,2,3,2,24,1,3,2,2,2,0,0,0,1800,0,1000,1000,0,22667.833333333332
70000,2,2,1,23,0,0,0,0,0,0,2500,21000,2000,687,1500,2000,0,33092.833333333336
300000,2,1,2,26,0,0,0,0,0,0,12005,10155,6000,5000,6000,6000,0,220069.33333333334
30000,1,2,1,47,0,0,0,0,2,0,1455,1400,4500,0,1500,2000,1,27489.5
200000,2,1,2,36,-2,-2,-2,-2,-1,-1,0,0,932,2487,0,0,0,566.8333333333334
130000,1,2,2,27,0,0,0,0,0,0,3963,3500,2956,3220,3100,3344,1,84081.83333333333
80000,1,1,2,25,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0.0
50000,2,2,2,37,0,0,0,0,0,0,3000,3000,2100,1500,1300,1200,0,45366.5
310000,2,1,2,30,0,0,0,0,0,0,2000,2000,1000,1000,661,1000,0,26691.166666666668
160000,2,2,1,31,-2,-2,-2,-2,-2,-2,780,0,5100,0,0,0,0,2921.3333333333335
240000,1,2,1,30,0,0,0,0,0,0,10003,10009,10014,8500,10000,8000,0,194857.16666666666
100000,2,2,1,36,0,0,0,0,0,0,3013,4031,3012,2006,3121,5781,0,12522.0
200000,2,5,2,27,0,0,0,0,0,0,4000,3000,3000,3338,5000,4000,0,88877.33333333333
50000,2,1,2,38,0,0,0,0,0,0,1881,1683,1064,900,862,1000,0,31968.166666666668
320000,2,3,2,45,0,0,0,0,0,0,14227,9334,4106,4405,4678,4527,0,191208.16666666666
60000,1,1,1,37,0,0,0,0,0,0,2550,1500,1001,1038,1200,1233,0,38418.333333333336
60000,1,2,1,43,0,0,0,0,0,-1,5005,5000,10216,876,1252,0,0,25549.833333333332
50000,1,2,1,42,0,0,0,0,0,-1,2133,1058,2000,2043,5919,16346,1,23368.166666666668
360000,1,2,1,41,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1,0.0
60000,2,2,2,32,0,0,0,0,0,0,2613,5900,1000,428,1000,2000,0,36650.166666666664
210000,2,2,2,28,0,0,-1,0,0,-2,61,130000,10000,1684,826,1793,0,67319.5
20000,1,2,1,39,2,2,2,2,2,2,1500,1000,718,3,1800,0,1,20508.666666666668
100000,2,2,1,40,-1,-1,0,0,0,-1,50836,39033,524,18,57227,422,0,33539.166666666664
200000,2,1,2,32,0,0,0,0,0,0,1219,1000,1000,1340,0,0,0,14346.0
180000,2,2,1,28,-2,-2,-2,-2,-2,-2,14213,10628,7826,1707,15087,5379,0,7665.833333333333
70000,2,1,2,50,0,0,0,0,0,0,3000,10032,8000,5139,1000,1000,1,43234.666666666664
170000,2,2,2,48,0,0,0,0,0,0,4100,3500,3200,3300,3334,4000,0,87957.16666666667
80000,1,1,2,36,0,0,0,0,0,0,2500,3000,2244,2478,4800,0,0,66362.16666666667
400000,2,1,1,41,-1,-1,-1,0,0,0,1274,19143,1305,2063,1695,195000,0,13914.666666666666
140000,2,2,1,40,0,0,0,0,0,0,5148,3216,2003,3000,3041,5056,0,75297.0
60000,1,3,1,57,0,0,0,0,0,0,1262,1003,0,1050,0,0,0,9619.333333333334
360000,1,1,1,44,0,0,0,0,0,0,15047,15000,14000,5008,10055,30015,0,274253.3333333333
240000,2,2,1,43,0,0,0,0,0,0,2200,1923,1682,2000,2000,1300,0,45125.166666666664
80000,2,2,2,27,1,2,0,0,0,0,0,1900,1418,1800,1300,1000,0,44094.833333333336
270000,2,2,2,39,0,0,0,0,0,0,4173,4275,4054,4191,4302,4567,0,119694.66666666667
30000,2,3,1,39,2,2,2,2,2,2,4700,0,2010,1100,0,2100,0,24688.0
480000,1,1,1,58,-2,-2,-2,-2,-2,-2,4,149654,18885,5940,69337,200655,1,44422.0
160000,1,2,1,50,-1,-1,-1,-1,-1,-1,0,697,697,895,1341,402,0,649.8333333333334
180000,2,2,2,34,2,0,0,0,2,2,3140,923,4663,2530,3687,5000,1,56593.0
300000,1,1,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1,0.0
200000,2,1,2,31,0,0,0,0,0,0,6887,7019,7000,7200,7200,7000,0,191918.16666666666
50000,2,2,2,30,0,0,0,0,0,0,2000,2000,1500,1500,3000,2000,0,40077.666666666664
320000,2,3,1,39,-1,-1,-1,-1,-1,0,41679,8344,8275,7606,10000,11010,0,13918.5
30000,2,1,1,35,2,0,0,0,0,0,1500,1356,900,1000,1100,664,1,26208.833333333332
500000,2,1,1,38,-2,-2,-2,-2,-2,-2,9782,9350,6972,11879,15574,12921,0,9068.666666666666
360000,1,1,1,40,0,-1,-1,-2,-1,2,41088,2,38,85155,58,13652,0,8054.5
50000,2,2,1,53,0,0,2,0,0,0,2000,1000,1000,2000,1200,2000,1,15511.5
80000,2,1,2,29,0,0,0,0,2,2,2281,2961,5000,2700,2600,2700,0,66274.5
10000,1,2,2,23,0,0,0,0,0,0,1279,1083,500,1000,1000,142,0,6682.0
280000,2,1,2,23,0,0,0,0,0,0,6453,6000,5334,5397,5400,5894,0,212054.83333333334
300000,2,2,1,31,-1,-1,-1,-1,-1,-1,5021,5134,322,5013,7611,8059,0,3966.1666666666665
280000,2,1,1,34,0,0,0,0,0,0,9001,6369,3864,3501,3001,1701,0,155925.5
170000,1,2,1,42,0,0,0,0,0,0,6107,6000,4500,4500,4500,4500,0,128036.33333333333
260000,2,1,1,36,0,0,0,0,-1,0,6000,5020,81569,331788,10002,5003,0,80334.0
360000,1,2,1,44,1,-1,-1,-1,-1,-1,586,0,3457,1375,200,754,0,919.5
360000,2,2,2,31,-1,0,0,0,0,-1,2012,3004,5011,1061,65663,2019,0,17941.5
200000,1,3,1,38,0,0,0,0,0,0,8218,7912,6284,6313,6200,6419,0,176015.0
