Appliances,Press_mm_hg,RH_3,RH_8,RH_9,T3,T4,T8,T_out,Tdewpoint,hour
40.0,764.6,39.56,44.8816666666667,41.53,19.1,16.79,19.275,-0.3,-2.06666666666667,1
50.0,764.5,39.56,44.8916666666667,41.6633333333333,19.1,16.79,19.23,-0.3,-2.1,2
50.0,764.533333333333,39.5,44.8877777777778,41.7,19.1,16.79,19.2,-0.35,-2.15,2
40.0,764.5666666666668,39.6333333333333,44.838888888888896,41.76,19.1,16.79,19.1611111111111,-0.4,-2.2,2
40.0,764.6,39.7,44.965,41.933333333333294,19.1,16.79,19.1,-0.45,-2.25,2
30.0,764.6333333333331,39.76,45.1622222222222,42.0,19.1,16.79,19.0722222222222,-0.5,-2.3,2
20.0,764.6666666666669,39.79,45.4444444444444,42.0,19.1,16.7,19.0555555555556,-0.55,-2.35,2
30.0,764.7,39.79,45.6622222222222,42.0675,19.1,16.7,19.0,-0.6,-2.4,3
30.0,764.6,39.79,45.76,42.1633333333333,19.1,16.7,19.0,-0.633333333333333,-2.45,3
40.0,764.5,39.79,45.8738888888889,42.2,19.1,16.7,19.0,-0.666666666666667,-2.5,3
50.0,764.4,39.933333333333294,46.0755555555556,42.2,19.1,16.7,18.945,-0.7,-2.55,3
40.0,764.2999999999998,40.0,46.4244444444444,42.23,19.1,16.7,18.9205555555556,-0.733333333333333,-2.6,3
50.0,764.2,40.0,46.7027777777778,42.29,19.1,16.6333333333333,18.908333333333296,-0.766666666666667,-2.65,3
30.0,764.1,40.0,46.78,42.3266666666667,19.1,16.6333333333333,18.89,-0.8,-2.7,4
40.0,764.1,40.06,46.8205555555556,42.4,19.1,16.6666666666667,18.89,-0.866666666666667,-2.7666666666666706,4
40.0,764.1,40.0,46.8327777777778,42.433333333333294,19.1,16.6,18.89,-0.933333333333333,-2.8333333333333295,4
50.0,764.1,40.06,46.765,42.5,19.1666666666667,16.6,18.8622222222222,-1.0,-2.9,4
40.0,764.1,40.09,46.7994444444444,42.5,19.2,16.6,18.873333333333296,-1.06666666666667,-2.9666666666666694,4
20.0,764.1,40.09,46.745,42.5,19.2,16.5333333333333,18.84,-1.13333333333333,-3.03333333333333,4
20.0,764.1,40.09,46.713888888888896,42.59,19.2,16.5666666666667,18.873333333333296,-1.2,-3.1,5
30.0,764.016666666667,40.09,46.5822222222222,42.59,19.2,16.5,18.8677777777778,-1.16666666666667,-3.11666666666667,5
40.0,763.9333333333329,40.23,46.4577777777778,42.7,19.1666666666667,16.5,18.8288888888889,-1.13333333333333,-3.13333333333333,5
40.0,763.85,40.29,46.28,42.7,19.1,16.5,18.79,-1.1,-3.15,5
50.0,763.766666666667,40.29,46.205,42.73,19.1,16.5,18.79,-1.06666666666667,-3.16666666666667,5
50.0,763.6833333333329,40.23,46.1694444444444,42.73,19.1,16.5,18.79,-1.03333333333333,-3.18333333333333,5
40.0,763.6,40.29,46.09,42.79,19.1,16.4633333333333,18.735,-1.0,-3.2,6
50.0,763.5666666666668,40.29,46.09,42.8266666666667,19.1,16.39,18.7,-1.05,-3.28333333333333,6
40.0,763.533333333333,40.29,46.085,42.9,19.2,16.39,18.7,-1.1,-3.36666666666667,6
40.0,763.5,40.29,46.01,42.9,19.1333333333333,16.39,18.7,-1.15,-3.45,6
30.0,763.466666666667,40.3266666666667,46.0,42.9,19.1,16.39,18.7,-1.2,-3.53333333333333,6
30.0,763.4333333333329,40.4,45.988888888888894,43.03,19.1,16.39,18.6888888888889,-1.25,-3.61666666666667,6
20.0,763.4,40.4,45.9916666666667,43.09,19.1,16.3566666666667,18.6277777777778,-1.3,-3.7,7
30.0,763.3833333333331,40.1633333333333,46.018333333333295,43.09,19.0,16.29,18.6111111111111,-1.21666666666667,-3.7,7
70.0,763.366666666667,40.03,45.6566666666667,43.09,18.9266666666667,16.29,18.6111111111111,-1.13333333333333,-3.7,7
50.0,763.35,39.9,45.3311111111111,43.09,18.89,16.29,18.6,-1.05,-3.7,7
60.0,763.3333333333329,39.9,45.0305555555556,43.09,18.89,16.29,18.538888888888895,-0.966666666666667,-3.7,7
40.0,763.3166666666668,39.9,44.7572222222222,42.9666666666667,18.89,16.29,18.5,-0.883333333333333,-3.7,7
40.0,763.2999999999998,39.9,44.5255555555556,42.8266666666667,18.89,16.29,18.4938888888889,-0.8,-3.7,8
40.0,763.233333333333,39.9,44.2316666666667,42.6633333333333,18.89,16.29,18.4511111111111,-0.683333333333333,-3.6833333333333296,8
60.0,763.1666666666669,39.8266666666667,44.0294444444444,42.463333333333296,18.89,16.23,18.39,-0.566666666666667,-3.6666666666666705,8
50.0,763.1,39.9,43.8311111111111,42.29,18.89,16.2,18.39,-0.45,-3.65,8
30.0,763.033333333333,39.69333333333329,43.6327777777778,42.29,18.89,16.26,18.3288888888889,-0.333333333333333,-3.6333333333333298,8
80.0,762.966666666667,39.0666666666667,43.51388888888889,42.1633333333333,18.76,16.29,18.29,-0.216666666666667,-3.61666666666667,8
175.0,762.9,39.2,43.338333333333296,42.03,18.7,16.29,18.29,-0.1,-3.6,9
50.0,762.8833333333331,39.2,43.2044444444444,41.8,18.7,16.2,18.28,-0.0666666666666667,-3.5166666666666706,9
50.0,762.866666666667,39.2,43.025,41.56,18.6333333333333,16.2,18.225,-0.0333333333333333,-3.43333333333333,9
60.0,762.85,39.2,42.9722222222222,41.433333333333294,18.6,16.2,18.2,0.0,-3.35,9
60.0,762.8333333333329,39.26,42.8277777777778,41.223333333333294,18.6,16.2,18.1777777777778,0.0333333333333333,-3.2666666666666706,9
60.0,762.8166666666668,39.29,42.6794444444444,41.09,18.6,16.2,18.1888888888889,0.0666666666666667,-3.18333333333333,9
60.0,762.7999999999998,39.29,42.585,40.863333333333294,18.6,16.2,18.1277777777778,0.1,-3.1,10
50.0,762.766666666667,39.29,42.51,40.73,18.6,16.2,18.1,0.28333333333333294,-3.03333333333333,10
60.0,762.733333333333,39.29,42.41666666666671,40.56,18.6,16.2,18.1,0.46666666666666706,-2.9666666666666694,10
30.0,762.7,39.29,42.345,40.433333333333294,18.6,16.2,18.1,0.65,-2.9,10
30.0,762.6666666666669,39.26,42.2627777777778,40.363333333333294,18.6,16.2,18.088888888888896,0.8333333333333329,-2.8333333333333295,10
30.0,762.6333333333331,39.2,42.1633333333333,40.23,18.533333333333296,16.2,18.066666666666695,1.01666666666667,-2.7666666666666706,10
175.0,762.6,39.23,42.1372222222222,40.1633333333333,18.5,16.29,18.0777777777778,1.2,-2.7,11
175.0,762.516666666667,39.23,42.06888888888889,40.09,18.5,16.29,18.088888888888896,1.45,-2.6,11
70.0,762.4333333333329,39.29,41.9916666666667,40.06,18.5,16.3233333333333,18.066666666666695,1.7,-2.5,11
50.0,762.35,39.29,41.9322222222222,40.06,18.5,16.3233333333333,18.0444444444444,1.95,-2.4,11
40.0,762.266666666667,39.29,41.8544444444444,39.963333333333296,18.5,16.3566666666667,18.033333333333296,2.2,-2.3,11
40.0,762.1833333333329,39.29,41.8411111111111,40.03,18.5,16.29,18.0555555555556,2.45,-2.2,11
40.0,762.1,39.29,41.7311111111111,39.9666666666667,18.5,16.39,18.0277777777778,2.7,-2.1,12
40.0,762.0,39.29,41.7,39.8725,18.5,16.3233333333333,18.0,2.8333333333333295,-2.0,12
30.0,761.9,39.29,41.6572222222222,39.79,18.5,16.29,17.9755555555556,2.9666666666666694,-1.9,12
30.0,761.7999999999998,39.29,41.59,39.7,18.5,16.29,18.0,3.1,-1.8,12
20.0,761.7,39.26,41.59,39.7,18.5,16.29,18.0,3.2333333333333294,-1.7,12
30.0,761.6,39.2,41.59,39.7,18.5,16.29,18.0,3.36666666666667,-1.6,12
40.0,761.5,39.2,41.575,39.6266666666667,18.5,16.29,18.0,3.5,-1.5,13
50.0,761.4,39.26,41.525,39.56,18.5,16.29,17.9694444444444,3.53333333333333,-1.5,13
40.0,761.2999999999998,39.2,41.55,39.5,18.5,16.29,17.945,3.56666666666667,-1.5,13
40.0,761.2,39.29,41.545,39.5,18.5,16.29,17.9327777777778,3.6,-1.5,13
50.0,761.1,39.29,41.5,39.5,18.5,16.29,17.9144444444444,3.6333333333333298,-1.5,13
50.0,761.0,39.29,41.5,39.4,18.5,16.26,17.89,3.6666666666666705,-1.5,13
40.0,760.9,39.29,41.5,39.4,18.5,16.2,17.89,3.7,-1.5,14
30.0,760.85,39.29,41.5,39.29,18.5,16.2,17.89,3.7,-1.28333333333333,14
20.0,760.7999999999998,39.363333333333294,41.4827777777778,39.29,18.5,16.2,17.8677777777778,3.7,-1.06666666666667,14
20.0,760.75,39.29,41.4816666666667,39.2,18.5,16.2,17.8566666666667,3.7,-0.85,14
20.0,760.7,39.23,41.433333333333294,39.2,18.4266666666667,16.2,17.8177777777778,3.7,-0.633333333333333,14
40.0,760.65,39.23,41.4444444444444,39.2,18.39,16.2,17.79,3.7,-0.416666666666667,14
50.0,760.6,39.29,41.5,39.2,18.39,16.2,17.79,3.7,-0.2,15
50.0,760.6,39.29,41.5,39.1633333333333,18.39,16.1333333333333,17.78,3.5833333333333295,0.0333333333333333,15
40.0,760.6,39.29,41.5811111111111,39.1725,18.39,16.1333333333333,17.74,3.4666666666666694,0.266666666666667,15
40.0,760.6,39.3266666666667,41.6633333333333,39.2,18.39,16.1,17.78,3.35,0.5,15
40.0,760.6,39.4,41.705,39.2,18.39,16.1,17.725,3.2333333333333294,0.733333333333333,15
40.0,760.6,39.4,41.78,39.2,18.39,16.1,17.7,3.11666666666667,0.966666666666667,15
40.0,760.6,39.4,41.8872222222222,39.2,18.39,16.1,17.7,3.0,1.2,16
20.0,760.5499999999998,39.45,41.9722222222222,39.26,18.29,16.0666666666667,17.6833333333333,3.0,1.33333333333333,16
30.0,760.5,39.5,42.05666666666671,39.29,18.39,16.0,17.6666666666667,3.0,1.46666666666667,16
20.0,760.45,39.433333333333294,42.0672222222222,39.29,18.323333333333295,16.05,17.6111111111111,3.0,1.6,16
40.0,760.4,39.4,42.1327777777778,39.3266666666667,18.29,16.0,17.6,3.0,1.73333333333333,16
40.0,760.35,39.4666666666667,42.245,39.4,18.29,16.0,17.6,3.0,1.86666666666667,16
40.0,760.2999999999998,39.5,42.308333333333294,39.4,18.29,16.0,17.6,3.0,2.0,17
40.0,760.2999999999998,39.5,42.3755555555556,39.4666666666667,18.29,16.0,17.6,3.03333333333333,2.1,17
40.0,760.2999999999998,39.59,42.4661111111111,39.4666666666667,18.29,16.0,17.5611111111111,3.06666666666667,2.2,17
40.0,760.2999999999998,39.59,42.56,39.4666666666667,18.29,15.9266666666667,17.5,3.1,2.3,17
50.0,760.2999999999998,39.59,42.6572222222222,39.5,18.29,15.89,17.5222222222222,3.13333333333333,2.4,17
50.0,760.2999999999998,39.6633333333333,42.7,39.5,18.29,15.89,17.5,3.16666666666667,2.5,17
20.0,760.2999999999998,39.7,42.7,39.59,18.29,15.89,17.5,3.2,2.6,18
20.0,760.35,39.7,42.725,39.59,18.29,15.89,17.5,3.2666666666666706,2.65,18
20.0,760.4,39.6633333333333,42.7661111111111,39.7,18.26,15.89,17.4633333333333,3.3333333333333295,2.7,18
30.0,760.45,39.59,42.8227777777778,39.7,18.2,15.89,17.4327777777778,3.4,2.75,18
40.0,760.5,39.6266666666667,42.8572222222222,39.7,18.2,15.89,17.39,3.4666666666666694,2.8,18
40.0,760.5499999999998,39.7,42.9277777777778,39.79,18.2,15.89,17.39,3.53333333333333,2.85,18
50.0,760.6,39.73,43.0,39.79,18.1333333333333,15.86,17.39,3.6,2.9,19
40.0,760.6833333333329,39.79,43.045,39.9,18.2,15.8,17.39,3.61666666666667,2.95,19
50.0,760.766666666667,39.79,43.09,39.9,18.2,15.8,17.39,3.6333333333333298,3.0,19
40.0,760.85,39.79,43.145,39.9,18.2,15.8,17.3788888888889,3.65,3.05,19
30.0,760.9333333333329,39.79,43.2,39.9666666666667,18.2,15.8,17.2955555555556,3.6666666666666705,3.1,19
20.0,761.016666666667,39.863333333333294,43.2,40.0,18.2,15.8,17.29,3.6833333333333296,3.15,19
20.0,761.1,39.79,43.235,40.0,18.1333333333333,15.8,17.29,3.7,3.2,20
20.0,761.2,39.8266666666667,43.29,40.0,18.1,15.8,17.29,3.7,3.2,20
50.0,761.2999999999998,39.9,43.29,40.0,18.1,15.8,17.29,3.7,3.2,20
50.0,761.4,39.9,43.3511111111111,40.09,18.1,15.7266666666667,17.275,3.7,3.2,20
40.0,761.5,39.9666666666667,43.393888888888895,40.09,18.1,15.7266666666667,17.285,3.7,3.2,20
40.0,761.6,40.0,43.363333333333294,40.09,18.1,15.69,17.26,3.7,3.2,20
40.0,761.7,40.0,43.338888888888896,40.09,18.1,15.69,17.225,3.7,3.2,21
40.0,761.766666666667,40.03,43.4222222222222,40.1266666666667,18.1,15.69,17.22,3.7,3.2333333333333294,21
40.0,761.8333333333329,40.03,43.4,40.2,18.1,15.69,17.2,3.7,3.2666666666666706,21
30.0,761.9,40.09,43.4,40.2,18.1,15.69,17.2,3.7,3.3,21
20.0,761.966666666667,40.09,43.4833333333333,40.23,18.033333333333296,15.69,17.2,3.7,3.3333333333333295,21
30.0,762.033333333333,40.0,43.5,40.23,18.0,15.69,17.1888888888889,3.7,3.36666666666667,21
30.0,762.1,40.0,43.515,40.2,18.0,15.69,17.1444444444444,3.7,3.4,22
40.0,762.1666666666669,40.045,43.57,40.2,18.0,15.69,17.1666666666667,3.7666666666666706,3.5166666666666706,22
40.0,762.233333333333,40.09,43.5961111111111,40.29,18.0,15.69,17.15,3.8333333333333295,3.6333333333333298,22
40.0,762.2999999999998,40.09,43.6877777777778,40.29,18.0,15.675,17.1,3.9,3.75,22
40.0,762.366666666667,40.1633333333333,43.705,40.3266666666667,18.0,15.675,17.1,3.9666666666666694,3.86666666666667,22
40.0,762.4333333333329,40.1633333333333,43.76,40.4,18.0,15.675,17.1,4.03333333333333,3.9833333333333294,22
50.0,762.5,40.2,43.808333333333294,40.4,18.0,15.675,17.1,4.1,4.1,23
40.0,762.5833333333329,40.2,43.863333333333294,40.4666666666667,18.0,15.675,17.0888888888889,4.16666666666667,4.16666666666667,23
20.0,762.6666666666669,40.29,43.8744444444444,40.5,18.0,15.675,17.0611111111111,4.23333333333333,4.23333333333333,23
20.0,762.75,40.2675,43.933333333333294,40.5,18.0,15.675,17.0333333333333,4.3,4.3,23
20.0,762.8333333333329,40.2,43.9277777777778,40.5,18.0,15.675,17.0222222222222,4.36666666666667,4.36666666666667,23
40.0,762.9166666666669,40.2,43.988888888888894,40.56,17.89,15.675,17.0,4.43333333333333,4.43333333333333,23
40.0,763.0,40.26,44.015,40.59,17.89,15.675,17.0,4.5,4.5,0
50.0,763.1,40.29,44.09,40.6633333333333,17.89,15.675,17.0,4.51666666666667,4.51666666666667,0
40.0,763.2,40.363333333333294,44.1083333333333,40.7,17.89,15.675,17.0,4.53333333333333,4.53333333333333,0
50.0,763.2999999999998,40.4,44.215,40.7675,17.89,15.675,16.9816666666667,4.55,4.55,0
40.0,763.4,40.4666666666667,44.26,40.79,17.89,15.675,16.9694444444444,4.56666666666667,4.56666666666667,0
40.0,763.5,40.5,44.308333333333294,40.9,17.89,15.675,16.9388888888889,4.5833333333333295,4.5833333333333295,0
20.0,763.6,40.433333333333294,44.363333333333294,40.9,17.89,15.675,16.9266666666667,4.6,4.6,1
20.0,763.6833333333329,40.4,44.4,41.0,17.89,15.675,16.9083333333333,4.65,4.65,1
20.0,763.766666666667,40.4,44.4833333333333,41.06,17.865,15.675,16.89,4.7,4.7,1
30.0,763.85,40.4,44.545,41.09,17.79,15.675,16.89,4.75,4.75,1
50.0,763.9333333333329,40.433333333333294,44.6083333333333,41.1633333333333,17.79,15.675,16.89,4.8,4.8,1
50.0,764.016666666667,40.5,44.7,41.2,17.79,15.675,16.89,4.85,4.85,1
40.0,764.1,40.53,44.735,41.26,17.79,15.675,16.89,4.9,4.9,2
40.0,764.266666666667,40.59,44.77,41.3266666666667,17.79,15.675,16.889999999999997,4.93333333333333,4.93333333333333,2
40.0,764.4333333333329,40.59,44.863333333333294,41.4,17.79,15.675,16.889999999999997,4.96666666666667,4.96666666666667,2
40.0,764.6,40.59,44.8861111111111,41.433333333333294,17.79,15.675,16.889999999999997,5.0,5.0,2
30.0,764.766666666667,40.59,44.91611111111111,41.5,17.79,15.675,16.889999999999997,5.03333333333333,5.03333333333333,2
20.0,764.9333333333329,40.59,44.9916666666667,41.53,17.79,15.675,16.889999999999997,5.06666666666667,5.06666666666667,2
30.0,765.1,40.59,45.01,41.53,17.79,15.675,16.889999999999997,5.1,5.1,3
30.0,765.233333333333,40.6633333333333,45.0,41.5,17.79,15.675,16.889999999999997,5.0833333333333295,5.06666666666667,3
40.0,765.366666666667,40.7,45.055,41.6333333333333,17.76,15.675,16.889999999999997,5.06666666666667,5.03333333333333,3
40.0,765.5,40.7,45.09,41.6266666666667,17.7,15.675,16.889999999999997,5.05,5.0,3
50.0,765.6333333333331,40.73,45.18166666666671,41.7675,17.76,15.675,16.889999999999997,5.03333333333333,4.96666666666667,3
40.0,765.766666666667,40.79,45.2,41.73,17.7,15.675,16.889999999999997,5.01666666666667,4.93333333333333,3
40.0,765.9,40.79,45.275,41.79,17.7,15.675,16.889999999999997,5.0,4.9,4
30.0,765.966666666667,40.79,45.308333333333294,41.79,17.7,15.675,16.889999999999997,5.01666666666667,4.93333333333333,4
50.0,766.033333333333,40.79,45.3877777777778,41.8266666666667,17.745,15.675,16.889999999999997,5.03333333333333,4.96666666666667,4
20.0,766.1,40.9,45.4,41.9,17.76,15.675,16.889999999999997,5.05,5.0,4
20.0,766.1666666666669,40.9,45.4055555555556,41.9,17.7,15.675,16.889999999999997,5.06666666666667,5.03333333333333,4
20.0,766.233333333333,40.933333333333294,45.4666666666667,41.9666666666667,17.76,15.675,16.889999999999997,5.0833333333333295,5.06666666666667,4
40.0,766.2999999999998,41.0,45.5,42.0,17.7,15.675,16.889999999999997,5.1,5.1,5
40.0,766.35,40.933333333333294,45.565,42.0,17.7,15.675,16.889999999999997,5.23333333333333,5.23333333333333,5
50.0,766.4,41.0,45.5961111111111,42.09,17.7,15.675,16.889999999999997,5.36666666666667,5.36666666666667,5
40.0,766.45,41.0,45.6877777777778,42.09,17.7,15.675,16.889999999999997,5.5,5.5,5
40.0,766.5,41.06,45.775,42.2,17.7,15.675,16.889999999999997,5.633333333333329,5.633333333333329,5
50.0,766.5499999999998,41.1266666666667,45.8005555555556,42.2,17.7,15.675,16.889999999999997,5.76666666666667,5.76666666666667,5
50.0,766.6,41.2,45.8922222222222,42.29,17.7,15.675,16.889999999999997,5.9,5.9,6
10.0,766.733333333333,41.26,45.9444444444444,42.363333333333294,17.7,15.675,16.889999999999997,5.9,5.86666666666667,6
20.0,766.866666666667,41.2,45.97166666666671,42.433333333333294,17.7,15.675,16.889999999999997,5.9,5.8333333333333295,6
20.0,767.0,41.2,46.035,42.5,17.6,15.675,16.889999999999997,5.9,5.8,6
40.0,767.1333333333331,41.26,46.0794444444444,42.545,17.6,15.675,16.889999999999997,5.9,5.76666666666667,6
40.0,767.266666666667,41.4,46.1205555555556,42.59,17.5,15.675,16.889999999999997,5.9,5.73333333333333,6
40.0,767.4,41.4,46.2,42.6633333333333,17.5,15.675,16.889999999999997,5.9,5.7,7
50.0,767.466666666667,41.4,46.2,42.73,17.5,15.675,16.889999999999997,5.85,5.66666666666667,7
50.0,767.533333333333,41.425,46.275,42.79,17.5,15.675,16.889999999999997,5.8,5.633333333333329,7
40.0,767.6,41.5,46.29,42.79,17.5666666666667,15.675,16.889999999999997,5.75,5.6,7
40.0,767.6666666666669,41.5,46.308333333333294,42.79,17.6,15.675,16.889999999999997,5.7,5.56666666666667,7
20.0,767.733333333333,41.5,46.3755555555556,42.9,17.6,15.675,16.889999999999997,5.65,5.53333333333333,7
20.0,767.7999999999998,41.5,46.4,42.9,17.6,15.675,16.889999999999997,5.6,5.5,8
40.0,767.9,41.5,46.4,42.9,17.6,15.675,16.889999999999997,5.6,5.51666666666667,8
120.0,768.0,41.433333333333294,46.4,42.9,17.6,15.675,16.889999999999997,5.6,5.53333333333333,8
160.0,768.1,41.56,46.4,42.933333333333294,17.5333333333333,15.675,16.889999999999997,5.6,5.55,8
175.0,768.2,41.6266666666667,46.4,42.933333333333294,17.6,15.675,16.889999999999997,5.6,5.56666666666667,8
130.0,768.2999999999998,41.7,46.4,43.0,17.6,15.675,16.889999999999997,5.6,5.5833333333333295,8
175.0,768.4,41.7,46.4222222222222,43.0,17.6,15.675,16.889999999999997,5.6,5.6,9
140.0,768.516666666667,41.7,46.4722222222222,43.0,17.6,15.675,16.889999999999997,5.66666666666667,5.65,9
130.0,768.6333333333331,41.7,46.5,43.0,17.6,15.675,16.889999999999997,5.73333333333333,5.7,9
175.0,768.75,41.7,46.5,43.0,17.6,15.675,16.889999999999997,5.8,5.75,9
130.0,768.866666666667,41.6633333333333,46.5094736842105,43.0,17.6,15.675,16.889999999999997,5.86666666666667,5.8,9
120.0,768.983333333333,41.6633333333333,46.59,43.09,17.6,15.675,16.889999999999997,5.93333333333333,5.85,9
120.0,769.1,41.7,46.57,43.09,17.5666666666667,15.675,16.889999999999997,6.0,5.9,10
120.0,769.233333333333,41.7,46.59,43.09,17.5,15.675,16.889999999999997,6.05,5.96666666666667,10
175.0,769.366666666667,41.79,46.6266666666667,43.09,17.5,15.675,16.889999999999997,6.1,6.03333333333333,10
120.0,769.5,41.79,46.6266666666667,43.1633333333333,17.5,15.675,16.889999999999997,6.15,6.1,10
110.0,769.6333333333331,41.79,46.6122222222222,43.2,17.5,15.675,16.889999999999997,6.2,6.16666666666667,10
120.0,769.766666666667,41.79,46.7255555555556,43.2,17.5,15.675,16.889999999999997,6.25,6.23333333333333,10
130.0,769.9,41.79,46.7,43.29,17.5,15.675,16.889999999999997,6.3,6.3,11
130.0,769.9333333333329,41.79,46.7,43.29,17.5,15.675,16.889999999999997,6.383333333333329,6.3333333333333295,11
170.0,769.966666666667,41.79,46.7944444444444,43.29,17.5,15.675,16.889999999999997,6.46666666666667,6.36666666666667,11
110.0,770.0,41.79,46.838888888888896,43.29,17.4633333333333,15.675,16.889999999999997,6.55,6.4,11
140.0,770.033333333333,41.79,46.9,43.3266666666667,17.39,15.675,16.889999999999997,6.633333333333329,6.43333333333333,11
110.0,770.0666666666668,41.9,46.9,43.4,17.39,15.675,16.889999999999997,6.71666666666667,6.46666666666667,11
120.0,770.1,41.9,46.95,43.5,17.39,15.675,16.889999999999997,6.8,6.5,12
110.0,770.1333333333331,41.863333333333294,47.005,43.5,17.39,15.675,16.889999999999997,6.85,6.53333333333333,12
110.0,770.1666666666669,41.863333333333294,47.08,43.56,17.39,15.675,16.889999999999997,6.9,6.56666666666667,12
175.0,770.2,41.9,47.0961111111111,43.56,17.39,15.675,16.889999999999997,6.95,6.6,12
175.0,770.233333333333,41.9666666666667,47.1511111111111,43.59,17.39,15.675,16.889999999999997,7.0,6.633333333333329,12
100.0,770.266666666667,42.09,47.2044444444444,43.6175,17.39,15.675,16.889999999999997,7.05,6.66666666666667,12
120.0,770.2999999999998,42.09,47.67,43.76,17.39,15.675,16.889999999999997,7.1,6.7,13
120.0,770.266666666667,42.1266666666667,48.3711111111111,43.76,17.39,15.675,16.889999999999997,7.15,6.68333333333333,13
140.0,770.233333333333,42.2,48.8155555555556,43.76,17.39,15.675,16.889999999999997,7.2,6.66666666666667,13
175.0,770.2,42.29,49.18111111111111,43.79,17.39,15.675,16.889999999999997,7.25,6.65,13
150.0,770.1666666666669,42.29,49.533888888888896,43.93,17.29,15.675,16.889999999999997,7.3,6.633333333333329,13
150.0,770.1333333333331,42.29,49.7027777777778,44.0,17.29,15.675,16.889999999999997,7.349999999999999,6.61666666666667,13
150.0,770.1,42.3266666666667,49.9377777777778,44.06,17.29,15.675,16.89,7.4,6.6,14
150.0,770.1333333333331,42.4,50.04111111111111,44.09,17.29,15.675,17.0094444444444,7.416666666666669,6.61666666666667,14
140.0,770.1666666666669,42.5,50.20833333333329,44.1633333333333,17.3566666666667,15.675,17.0666666666667,7.43333333333333,6.633333333333329,14
130.0,770.2,42.5,50.3138888888889,44.09,17.3566666666667,15.675,17.1055555555556,7.45,6.65,14
175.0,770.233333333333,42.4666666666667,50.488888888888894,44.09,17.3233333333333,15.675,17.1666666666667,7.46666666666667,6.66666666666667,14
175.0,770.266666666667,42.4,50.515,44.2,17.3233333333333,15.675,17.215,7.483333333333332,6.68333333333333,14
170.0,770.2999999999998,42.5,50.545,44.2,17.29,15.675,17.34,7.5,6.7,15
130.0,770.366666666667,42.56,50.4777777777778,44.23,17.29,15.675,17.4383333333333,7.349999999999999,6.633333333333329,15
80.0,770.4333333333329,42.53,50.5,44.29,17.29,15.675,17.5666666666667,7.2,6.56666666666667,15
80.0,770.5,42.6633333333333,50.4827777777778,44.29,17.29,15.675,17.6611111111111,7.05,6.5,15
70.0,770.5666666666668,42.73,50.56,44.29,17.29,15.675,17.715,6.9,6.43333333333333,15
80.0,770.6333333333331,42.863333333333294,50.6966666666667,44.3266666666667,17.3566666666667,15.675,17.78,6.75,6.36666666666667,15
60.0,770.7,43.0,50.808333333333294,44.3725,17.39,15.675,17.8066666666667,6.6,6.3,16
40.0,770.6833333333329,43.0,50.8877777777778,44.29,17.39,15.675,17.885,6.5833333333333295,6.28333333333333,16
50.0,770.6666666666669,43.09,50.9,44.4,17.39,15.675,17.9633333333333,6.56666666666667,6.26666666666667,16
70.0,770.65,43.1175,50.91666666666671,44.4,17.315,15.675,18.0166666666667,6.55,6.25,16
80.0,770.6333333333331,43.2,51.0,44.4,17.29,15.675,18.1,6.53333333333333,6.23333333333333,16
120.0,770.616666666667,43.2,50.8494444444444,44.4,17.29,15.675,18.1,6.51666666666667,6.21666666666667,16
120.0,770.6,42.66666666666671,50.7327777777778,44.463333333333296,17.23,15.675,18.1222222222222,6.5,6.2,17
175.0,770.5833333333329,42.53,50.4511111111111,44.59,17.2,15.675,18.1555555555556,6.25,5.93333333333333,17
175.0,770.5666666666668,42.59,49.5072222222222,44.7,17.2,15.675,18.0833333333333,6.0,5.66666666666667,17
175.0,770.5499999999998,42.7,48.8827777777778,44.7,17.29,15.675,17.9083333333333,5.75,5.4,17
175.0,770.533333333333,42.76,48.9838888888889,44.8,17.29,15.675,17.8455555555556,5.5,5.133333333333329,17
60.0,770.516666666667,42.76,49.5088888888889,45.0,17.26,15.675,17.9083333333333,5.25,4.86666666666667,17
70.0,770.5,42.76,49.8755555555556,45.463333333333296,17.2,15.675,18.0277777777778,5.0,4.6,18
90.0,770.533333333333,42.9,50.2605555555556,45.6633333333333,17.29,15.675,18.116666666666696,5.21666666666667,4.78333333333333,18
110.0,770.5666666666668,42.9666666666667,50.5116666666667,45.7,17.29,15.675,18.2,5.43333333333333,4.96666666666667,18
90.0,770.6,43.03,50.6338888888889,45.6266666666667,17.29,15.675,18.1888888888889,5.65,5.15,18
100.0,770.6333333333331,43.09,50.9527777777778,45.56,17.29,15.675,18.1816666666667,5.86666666666667,5.3333333333333295,18
90.0,770.6666666666669,43.23,51.08,45.5,17.29,15.675,18.28,6.0833333333333295,5.51666666666667,18
90.0,770.7,43.29,51.09,45.45,17.29,15.675,18.34,6.3,5.7,19
90.0,770.6666666666669,43.29,51.0294444444444,45.363333333333294,17.39,15.675,18.4572222222222,6.23333333333333,5.5,19
70.0,770.6333333333331,43.363333333333294,50.5072222222222,45.29,17.39,15.675,18.4205555555556,6.16666666666667,5.3,19
70.0,770.6,43.6,50.15,45.26,17.445,15.675,18.3344444444444,6.1,5.1,19
80.0,770.5666666666668,43.73,50.1022222222222,45.33333333333329,17.5,15.675,18.378888888888895,6.03333333333333,4.9,19
100.0,770.533333333333,43.79,50.1327777777778,45.26,17.5,15.675,18.4327777777778,5.96666666666667,4.7,19
